Nr	Name	No_of_Customers	No_of_Items	Time_Windows
2823	2823_BED-Amazon_n170_m243_bt28	170	243	0
2824	2824_BED-Amazon_n113_m162_bt24	113	162	0
2825	2825_BED-Amazon_n108_m241_bt36	108	241	0
2826	2826_BED-Amazon_n139_m210_bt29	139	210	0
2827	2827_BED-Amazon_n176_m254_bt32	176	254	0
2828	2828_BED-Amazon_n178_m268_bt33	178	268	0
2829	2829_BED-Amazon_n112_m201_bt41	112	201	0
2830	2830_BED-Amazon_n155_m249_bt31	155	249	0
2831	2831_BED-Amazon_n164_m240_bt34	164	240	0
2832	2832_BED-Amazon_n176_m259_bt33	176	259	0
2833	2833_BED-Amazon_n162_m222_bt31	162	222	0
2834	2834_BED-Amazon_n198_m287_bt32	198	287	0
2835	2835_BED-Amazon_n146_m237_bt29	146	237	0
2836	2836_BED-Amazon_n160_m274_bt33	160	274	0
2837	2837_BED-Amazon_n109_m230_bt34	109	230	0
2838	2838_BED-Amazon_n134_m214_bt26	134	214	0
2839	2839_BED-Amazon_n95_m187_bt30	95	187	0
2840	2840_BED-Amazon_n102_m242_bt31	102	242	0
2841	2841_BED-Amazon_n120_m202_bt30	120	202	0
2842	2842_BED-Amazon_n116_m223_bt33	116	223	0
2843	2843_BED-Amazon_n139_m248_bt37	139	248	0
2844	2844_BED-Amazon_n132_m173_bt24	132	173	0
2845	2845_BED-Amazon_n113_m232_bt34	113	232	0
2846	2846_BED-Amazon_n110_m248_bt39	110	248	0
2847	2847_BED-Amazon_n113_m202_bt26	113	202	0
2848	2848_BED-Amazon_n148_m249_bt36	148	249	0
2849	2849_BED-Amazon_n142_m232_bt28	142	232	0
2850	2850_BED-Amazon_n74_m178_bt31	74	178	0
2851	2851_BED-Amazon_n118_m186_bt21	118	186	0
2852	2852_BED-Amazon_n171_m234_bt28	171	234	0
2853	2853_BED-Amazon_n160_m243_bt35	160	243	0
2854	2854_BED-Amazon_n185_m262_bt27	185	262	0
2855	2855_BED-Amazon_n172_m283_bt38	172	283	0
2856	2856_BED-Amazon_n118_m158_bt28	118	158	0
2857	2857_BED-Amazon_n183_m269_bt42	183	269	0
2858	2858_BED-Amazon_n155_m248_bt29	155	248	0
2859	2859_BED-Amazon_n161_m277_bt29	161	277	0
2860	2860_BED-Amazon_n128_m269_bt34	128	269	0
2861	2861_BED-Amazon_n207_m288_bt29	207	288	0
2862	2862_BED-Amazon_n129_m212_bt28	129	212	0
2863	2863_BED-Amazon_n127_m216_bt32	127	216	0
2864	2864_BED-Amazon_n152_m222_bt32	152	222	0
2865	2865_BED-Amazon_n152_m297_bt37	152	297	0
2866	2866_BED-Amazon_n121_m188_bt20	121	188	0
2867	2867_BED-Amazon_n137_m212_bt24	137	212	0
2868	2868_BED-Amazon_n136_m248_bt33	136	248	0
2869	2869_BED-Amazon_n184_m255_bt38	184	255	0
2870	2870_BED-Amazon_n149_m284_bt27	149	284	0
2871	2871_BED-Amazon_n124_m187_bt29	124	187	0
2872	2872_BED-Amazon_n155_m279_bt36	155	279	0
2873	2873_BED-Amazon_n93_m213_bt25	93	213	0
2874	2874_BED-Amazon_n78_m259_bt32	78	259	0
2875	2875_BED-Amazon_n171_m256_bt32	171	256	0
2876	2876_BED-Amazon_n112_m197_bt30	112	197	0
2877	2877_BED-Amazon_n211_m272_bt30	211	272	0
2878	2878_BED-Amazon_n89_m228_bt40	89	228	0
2879	2879_BED-Amazon_n151_m245_bt25	151	245	0
2880	2880_BED-Amazon_n164_m230_bt29	164	230	0
2881	2881_BED-Amazon_n120_m218_bt39	120	218	0
2882	2882_BED-Amazon_n170_m274_bt40	170	274	0
2883	2883_BED-Amazon_n162_m237_bt22	162	237	0
2884	2884_BED-Amazon_n114_m288_bt35	114	288	0
2885	2885_BED-Amazon_n161_m246_bt34	161	246	0
2886	2886_BED-Amazon_n156_m247_bt31	156	247	0
2887	2887_BED-Amazon_n178_m271_bt30	178	271	0
2888	2888_BED-Amazon_n158_m218_bt40	158	218	0
2889	2889_BED-Amazon_n143_m196_bt29	143	196	0
2890	2890_BED-Amazon_n122_m275_bt33	122	275	0
2891	2891_BED-Amazon_n177_m262_bt32	177	262	0
2892	2892_BED-Amazon_n160_m264_bt27	160	264	0
2893	2893_BED-Amazon_n147_m227_bt31	147	227	0
2894	2894_BED-Amazon_n52_m190_bt44	52	190	0
2895	2895_BED-Amazon_n141_m229_bt28	141	229	0
2896	2896_BED-Amazon_n122_m240_bt37	122	240	0
2897	2897_BED-Amazon_n171_m222_bt37	171	222	0
2898	2898_BED-Amazon_n121_m207_bt35	121	207	0
2899	2899_BED-Amazon_n171_m266_bt30	171	266	0
2900	2900_BED-Amazon_n180_m274_bt40	180	274	0
2901	2901_BED-Amazon_n151_m227_bt35	151	227	0
2902	2902_BED-Amazon_n89_m249_bt37	89	249	0
2903	2903_BED-Amazon_n150_m243_bt34	150	243	0
2904	2904_BED-Amazon_n101_m206_bt39	101	206	0
2905	2905_BED-Amazon_n192_m275_bt32	192	275	0
2906	2906_BED-Amazon_n123_m193_bt28	123	193	0
2907	2907_BED-Amazon_n98_m171_bt24	98	171	0
2908	2908_BED-Amazon_n155_m293_bt30	155	293	0
2909	2909_BED-Amazon_n112_m194_bt32	112	194	0
2910	2910_BED-Amazon_n64_m219_bt34	64	219	0
2911	2911_BED-Amazon_n169_m267_bt30	169	267	0
2912	2912_BED-Amazon_n175_m220_bt29	175	220	0
2913	2913_BED-Amazon_n91_m238_bt30	91	238	0
2914	2914_BED-Amazon_n110_m214_bt40	110	214	0
2915	2915_BED-Amazon_n137_m235_bt34	137	235	0
2916	2916_BED-Amazon_n214_m266_bt31	214	266	0
2917	2917_BED-Amazon_n155_m185_bt25	155	185	0
2918	2918_BED-Amazon_n125_m249_bt33	125	249	0
2919	2919_BED-Amazon_n160_m269_bt39	160	269	0
2920	2920_BED-Amazon_n133_m211_bt29	133	211	0
2921	2921_BED-Amazon_n128_m244_bt26	128	244	0
2922	2922_BED-Amazon_n167_m225_bt31	167	225	0
2923	2923_BED-Amazon_n186_m265_bt33	186	265	0
2924	2924_BED-Amazon_n213_m299_bt34	213	299	0
2925	2925_BED-Amazon_n154_m293_bt37	154	293	0
2926	2926_BED-Amazon_n143_m204_bt34	143	204	0
2927	2927_BED-Amazon_n71_m214_bt28	71	214	0
2928	2928_BED-Amazon_n139_m221_bt32	139	221	0
2929	2929_BED-Amazon_n146_m209_bt30	146	209	0
2930	2930_BED-Amazon_n131_m234_bt33	131	234	0
2931	2931_BED-Amazon_n161_m264_bt33	161	264	0
2932	2932_BED-Amazon_n131_m285_bt31	131	285	0
2933	2933_BED-Amazon_n118_m226_bt33	118	226	0
2934	2934_BED-Amazon_n135_m175_bt38	135	175	0
2935	2935_BED-Amazon_n134_m233_bt44	134	233	0
2936	2936_BED-Amazon_n152_m277_bt29	152	277	0
2937	2937_BED-Amazon_n166_m282_bt31	166	282	0
2938	2938_BED-Amazon_n114_m189_bt40	114	189	0
2939	2939_BED-Amazon_n122_m212_bt27	122	212	0
2940	2940_BED-Amazon_n128_m238_bt27	128	238	0
2941	2941_BED-Amazon_n163_m291_bt37	163	291	0
2942	2942_BED-Amazon_n164_m239_bt39	164	239	0
2943	2943_BED-Amazon_n144_m206_bt25	144	206	0
2944	2944_BED-Amazon_n120_m227_bt37	120	227	0
2945	2945_BED-Amazon_n141_m234_bt34	141	234	0
2946	2946_BED-Amazon_n160_m229_bt30	160	229	0
2947	2947_BED-Amazon_n175_m275_bt28	175	275	0
2948	2948_BED-Amazon_n147_m259_bt36	147	259	0
2949	2949_BED-Amazon_n157_m262_bt31	157	262	0
2950	2950_BED-Amazon_n129_m221_bt28	129	221	0
2951	2951_BED-Amazon_n136_m223_bt29	136	223	0
2952	2952_BED-Amazon_n147_m283_bt35	147	283	0
2953	2953_BED-Amazon_n144_m230_bt32	144	230	0
2954	2954_BED-Amazon_n175_m233_bt35	175	233	0
2955	2955_BED-Amazon_n170_m258_bt25	170	258	0
2956	2956_BED-Amazon_n142_m259_bt30	142	259	0
2957	2957_BED-Amazon_n177_m288_bt26	177	288	0
2958	2958_BED-Amazon_n170_m259_bt29	170	259	0
2959	2959_BED-Amazon_n150_m240_bt23	150	240	0
2960	2960_BED-Amazon_n109_m190_bt24	109	190	0
2961	2961_BED-Amazon_n83_m284_bt31	83	284	0
2962	2962_BED-Amazon_n167_m225_bt34	167	225	0
2963	2963_BED-Amazon_n116_m164_bt34	116	164	0
2964	2964_BED-Amazon_n119_m167_bt27	119	167	0
2965	2965_BED-Amazon_n124_m234_bt31	124	234	0
2966	2966_BED-Amazon_n121_m204_bt27	121	204	0
2967	2967_BED-Amazon_n135_m198_bt30	135	198	0
2968	2968_BED-Amazon_n148_m220_bt30	148	220	0
2969	2969_BED-Amazon_n176_m251_bt35	176	251	0
2970	2970_BED-Amazon_n150_m253_bt26	150	253	0
2971	2971_BED-Amazon_n164_m234_bt37	164	234	0
2972	2972_BED-Amazon_n174_m246_bt33	174	246	0
2973	2973_BED-Amazon_n176_m266_bt41	176	266	0
2974	2974_BED-Amazon_n134_m228_bt28	134	228	0
2975	2975_BED-Amazon_n177_m288_bt32	177	288	0
2976	2976_BED-Amazon_n141_m245_bt37	141	245	0
2977	2977_BED-Amazon_n115_m251_bt33	115	251	0
2978	2978_BED-Amazon_n125_m226_bt33	125	226	0
2979	2979_BED-Amazon_n141_m245_bt21	141	245	0
2980	2980_BED-Amazon_n170_m279_bt37	170	279	0
2981	2981_BED-Amazon_n163_m234_bt31	163	234	0
2982	2982_BED-Amazon_n128_m220_bt26	128	220	0
2983	2983_BED-Amazon_n99_m209_bt31	99	209	0
2984	2984_BED-Amazon_n99_m217_bt35	99	217	0
2985	2985_BED-Amazon_n119_m253_bt31	119	253	0
2986	2986_BED-Amazon_n183_m271_bt33	183	271	0
2987	2987_BED-Amazon_n78_m221_bt30	78	221	0
2988	2988_BED-Amazon_n153_m286_bt35	153	286	0
2989	2989_BED-Amazon_n168_m254_bt29	168	254	0
2990	2990_BED-Amazon_n95_m250_bt35	95	250	0
2991	2991_BED-Amazon_n194_m266_bt33	194	266	0
2992	2992_BED-Amazon_n75_m209_bt31	75	209	0
2993	2993_BED-Amazon_n119_m260_bt28	119	260	0
2994	2994_BED-Amazon_n156_m287_bt36	156	287	0
2995	2995_BED-Amazon_n150_m290_bt30	150	290	0
2996	2996_BED-Amazon_n182_m292_bt26	182	292	0
2997	2997_BED-Amazon_n131_m217_bt24	131	217	0
2998	2998_BED-Amazon_n163_m237_bt30	163	237	0
2999	2999_BED-Amazon_n145_m219_bt31	145	219	0
3000	3000_BED-Amazon_n140_m210_bt30	140	210	0
3001	3001_BED-Amazon_n82_m277_bt34	82	277	0
3002	3002_BED-Amazon_n189_m245_bt33	189	245	0
3003	3003_BED-Amazon_n107_m256_bt28	107	256	0
3004	3004_BED-Amazon_n172_m272_bt35	172	272	0
3005	3005_BED-Amazon_n162_m258_bt33	162	258	0
3006	3006_BED-Amazon_n150_m287_bt36	150	287	0
3007	3007_BED-Amazon_n87_m289_bt30	87	289	0
3008	3008_BED-Amazon_n158_m290_bt33	158	290	0
3009	3009_BED-Amazon_n132_m200_bt27	132	200	0
3010	3010_BED-Amazon_n195_m288_bt31	195	288	0
3011	3011_BED-Amazon_n95_m261_bt32	95	261	0
3012	3012_BED-Amazon_n168_m255_bt30	168	255	0
3013	3013_BED-Amazon_n143_m246_bt31	143	246	0
3014	3014_BED-Amazon_n126_m235_bt39	126	235	0
3015	3015_BED-Amazon_n178_m254_bt36	178	254	0
3016	3016_BED-Amazon_n196_m266_bt25	196	266	0
3017	3017_BED-Amazon_n113_m213_bt34	113	213	0
3018	3018_BED-Amazon_n94_m201_bt37	94	201	0
3019	3019_BED-Amazon_n188_m267_bt33	188	267	0
3020	3020_BED-Amazon_n152_m211_bt30	152	211	0
3021	3021_BED-Amazon_n79_m194_bt27	79	194	0
3022	3022_BED-Amazon_n158_m257_bt27	158	257	0
3023	3023_BED-Amazon_n183_m263_bt31	183	263	0
3024	3024_BED-Amazon_n137_m205_bt27	137	205	0
3025	3025_BED-Amazon_n152_m277_bt33	152	277	0
3026	3026_BED-Amazon_n142_m256_bt28	142	256	0
3027	3027_BED-Amazon_n173_m256_bt31	173	256	0
3028	3028_BED-Amazon_n95_m215_bt34	95	215	0
3029	3029_BED-Amazon_n144_m244_bt28	144	244	0
3030	3030_BED-Amazon_n140_m247_bt29	140	247	0
3031	3031_BED-Amazon_n65_m234_bt33	65	234	0
3032	3032_BED-Amazon_n153_m229_bt31	153	229	0
3033	3033_BED-Amazon_n191_m265_bt36	191	265	0
3034	3034_BED-Amazon_n104_m203_bt35	104	203	0
3035	3035_BED-Amazon_n158_m249_bt30	158	249	0
3036	3036_BED-Amazon_n131_m259_bt34	131	259	0
3037	3037_BED-Amazon_n185_m273_bt32	185	273	0
3038	3038_BED-Amazon_n90_m215_bt28	90	215	0
3039	3039_BED-Amazon_n72_m180_bt27	72	180	0
3040	3040_BED-Amazon_n61_m200_bt39	61	200	0
3041	3041_BED-Amazon_n160_m252_bt47	160	252	0
3042	3042_BED-Amazon_n150_m250_bt38	150	250	0
3043	3043_BED-Amazon_n137_m248_bt40	137	248	0
3044	3044_BED-Amazon_n152_m249_bt37	152	249	0
3045	3045_BED-Amazon_n90_m238_bt32	90	238	0
3046	3046_BED-Amazon_n171_m241_bt42	171	241	0
3047	3047_BED-Amazon_n143_m210_bt31	143	210	0
3048	3048_BED-Amazon_n135_m268_bt31	135	268	0
3049	3049_BED-Amazon_n97_m158_bt28	97	158	0
3050	3050_BED-Amazon_n140_m211_bt34	140	211	0
3051	3051_BED-Amazon_n172_m288_bt36	172	288	0
3052	3052_BED-Amazon_n163_m228_bt29	163	228	0
